negation_type,target,report_language_group,detector_combination,rule_combination,phenotype,evidence_instances,unique_evidence_texts,unique_studies,example_evidence,classification_basis
other_implemented_negation,Contusion,french,v2_exact,<no_explicit_rule>,abnormality_absent,1,1,1,il n’y a pas de contusion osseuse d’œdeme de la moelle osseuse ou de fracture.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Contusion,german,v2_exact,<no_explicit_rule>,abnormality_absent,31,14,31,kein knochenmarksodem oder bone bruise.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Effusion,cyrillic_script,v2_exact,<no_explicit_rule>,abnormality_absent,76,9,75,няма данни за ставен излив.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Effusion,dutch,v2_exact,<no_explicit_rule>,abnormality_absent,21,8,20,[date]: mr knie rechts 15ch aa: klinische inlichtingen: zie gescande aanvraag diagnostische vraagstelling: zie gescande aanvraag bevindingen: geen hydrops.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Effusion,english,v2_exact,<no_explicit_rule>,abnormality_absent,378,50,378,no knee effusion is present.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Effusion,german,v2_exact,<no_explicit_rule>,abnormality_absent,44,18,44,kein relevanter gelenkerguss.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Effusion,greek_script,v2_exact,<no_explicit_rule>,abnormality_absent,26,8,26,ευρηματα χωρις ενδαρθρικη συλλογη υγρου.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Effusion,latin_other,v2_exact,<no_explicit_rule>,abnormality_absent,1,1,1,no residual joint effusion or marrow contusions are demonstrated.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Effusion,south_slavic,v2_exact,<no_explicit_rule>,abnormality_absent,87,30,86,ne nalazi se izljeva u koljenu.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Effusion,spanish,v2_exact,<no_explicit_rule>,abnormality_absent,171,25,171,no hay evidente derrame articular ni quistes popliteos.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Effusion,turkish,v2_exact,<no_explicit_rule>,abnormality_absent,128,1,128,eklemde sivi artisi saptanmamistir.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Fracture,cyrillic_script,v2_exact,<no_explicit_rule>,abnormality_absent,6,4,6,"мр данни за контузионен костномозъчен едем в пателата, без данни за фрактура.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Fracture,dutch,v2_exact,<no_explicit_rule>,abnormality_absent,9,9,8,"kleine niet verplaatste fractuur posterieur op het laterale tibiaplateau, met gestegen t2 signaal, en kleine t1 hypo intense lineaire inliggende elementen.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Fracture,english,v2_exact,<no_explicit_rule>,abnormality_absent,454,32,454,there is no fracture or bone contusion.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Fracture,french,v2_exact,<no_explicit_rule>,abnormality_absent,4,4,4,il n'y a pas de fracture.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Fracture,german,v2_exact,<no_explicit_rule>,abnormality_absent,38,10,38,keine frische fraktur.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Fracture,greek_script,v2_exact,<no_explicit_rule>,abnormality_absent,2,2,2,"παρατηρειται περιοχη οστικου οιδηματος στο κατω πολο της επιγονατιδας, που σε συνδυασμο με το αναφερομενο ιστορικο κακωσης αποδιδεται σε οστικο μωλωπα (bone bruise) χωρις αναδειξη καταγματος.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Fracture,latin_other,v2_exact,<no_explicit_rule>,abnormality_absent,3,1,3,no fracture or marrow infiltration.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Fracture,south_slavic,v2_exact,<no_explicit_rule>,abnormality_absent,2,2,2,"kostani edem femura i straznjeg dijela tibije po tipu pivot shift kontuzije, bez znakova frakture.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Fracture,spanish,v2_exact,<no_explicit_rule>,abnormality_absent,4,4,4,edema oseo periferico del platillo tibial medial sin fracturas categoricas.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Lateral Meniscus,cyrillic_script,v2_collective,both_menisci_negative_only,abnormality_absent,1,1,1,няма видимо скъсване на менискусите.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Lateral Meniscus,dutch,v2_exact,<no_explicit_rule>,abnormality_absent,1,1,1,"incomplete disco ide meniscus, laterale meniscus, niet verwikkeld.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Lateral Meniscus,english,v2_collective,both_menisci_negative_only,abnormality_absent,19,3,19,no internal derangement of the knee ligaments or menisci is identified.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Lateral Meniscus,english,v2_exact,<no_explicit_rule>,abnormality_absent,5,2,5,lateral meniscus: no discoid meniscus.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Lateral Meniscus,german,v2_collective,both_menisci_negative_only,abnormality_absent,4,4,4,"menisci: diffuse signalanhebung des innenmeniskus hinterhornes ohne rissbildung, in erster linie mukoide degeneration.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Lateral Meniscus,german,v2_exact,<no_explicit_rule>,abnormality_absent,7,5,7,kein anhalt fur eine rissbildung des aussenmeniskus.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Lateral Meniscus,greek_script,v2_collective,both_menisci,abnormality_absent,1,1,1,οι μηνισκοι δεν παρουσιαζουν παθολογικα ευρηματα.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Lateral Meniscus,greek_script,v2_exact,<no_explicit_rule>,abnormality_absent,2,2,2,χωρις παθολογια απο την απεικονιση του προσθιου και οπισθιου χιαστου συνδεσμου καθως και του εξω μηνισκου και των πλαγιων συνδεσμων.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Lateral Meniscus,south_slavic,v2_collective,both_menisci,abnormality_absent,4,3,4,oba meniska su bez znakova degeneracije ili rupture.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Lateral Meniscus,south_slavic,v2_collective,both_menisci_negative_only,abnormality_absent,6,5,6,menisci bez znakova rupture.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Lateral Meniscus,spanish,v2_collective,both_menisci|both_menisci_negative_only,abnormality_absent,1,1,1,"aumento de senal central del cuerno posterior de ambos meniscos que no impresiona contactar con la superficie articular, sin caracteres propios de rotura.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Lateral OA,english,v2_exact,<no_explicit_rule>,abnormality_absent,286,11,286,"the lateral compartment, the meniscus is not torn and there is no focal chondrosis or chondral injury.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Lateral OA,german,v2_exact,<no_explicit_rule>,abnormality_absent,9,8,9,keine wesentliche chondropathie femoro tibial im medialen und lateralen kompartiment oder retropatellar.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Lateral OA,greek_script,v2_exact,<no_explicit_rule>,abnormality_absent,8,8,8,"εξω μηνισκος, χιαστοι και πλαγιοι συνδεσμοι καθως και αρθρικος χονδρος εσω και εξω διαμερισματος δεν παρουσιαζουν παθολογικα ευρηματα.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Lateral OA,spanish,v2_collective,tibiofemoral_compartments,abnormality_absent,3,3,3,no se observan lesiones condrales significativas de los compartimentos femorotibiales.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,MCL,cyrillic_script,v2_collective,collateral_ligaments,abnormality_absent,1,1,1,няма данни за травматични изменения на колатералните лигаменти.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,MCL,german,v2_exact,<no_explicit_rule>,abnormality_absent,1,1,1,"diffus flussigkeit entlang des mittleren bis distalen, nicht aufgetriebenen mcl bei erhaltener bandintegritat.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,MCL,greek_script,v2_collective,collateral_ligaments,abnormality_absent,7,7,7,απο τον ελεγχο του οπισθιου χιαστου και των πλαγιων συνδεσμων δεν παρατηρουνται αξιολογα ευρηματα.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,MCL,greek_script,v2_collective,collateral_ligaments|cruciate_and_collateral_ligaments,abnormality_absent,7,6,7,οι χιαστοι και πλαγιοι συνδεσμοι δεν παρουσιαζουν παθολογικα ευρηματα.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,MCL,south_slavic,v2_collective,collateral_ligaments,abnormality_absent,2,2,2,"kolateralni ligamenti su pimjerenog intenziteta signala, bez znakova rupture.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,MCL,spanish,v2_collective,cruciate_and_collateral_ligaments,abnormality_absent,2,2,2,ligamentos cruzados y colaterales sin lesiones significativas.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Medial Meniscus,cyrillic_script,v2_collective,both_menisci_negative_only,abnormality_absent,1,1,1,няма видимо скъсване на менискусите.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Medial Meniscus,cyrillic_script,v2_exact,<no_explicit_rule>,abnormality_absent,1,1,1,липсва част от задния рог на медиалния менискус наи вероятно част от менискуса е отстранен.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Medial Meniscus,english,v2_collective,both_menisci_negative_only,abnormality_absent,18,4,18,no internal derangement of the knee ligaments or menisci is identified.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Medial Meniscus,english,v2_exact,<no_explicit_rule>,abnormality_absent,1,1,1,medial meniscus: no discoid meniscus.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Medial Meniscus,german,v2_collective,both_menisci_negative_only,abnormality_absent,2,2,2,menisci ohne rissbildung oder mukoide degeneration.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Medial Meniscus,german,v2_exact,<no_explicit_rule>,abnormality_absent,1,1,1,keine menisceale rissbildung bei geringen signalanhebungen des innenmeniskus in pars intermedia (5 22).,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Medial Meniscus,greek_script,v2_collective,both_menisci,abnormality_absent,1,1,1,οι μηνισκοι δεν παρουσιαζουν παθολογικα ευρηματα.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Medial Meniscus,greek_script,v2_exact,<no_explicit_rule>,abnormality_absent,1,1,1,χωρις παθολογια απο την απεικονιση του εσω μηνισκου και οπισθιου προσθιου χιαστου συνδεσμου.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Medial Meniscus,south_slavic,v2_collective,both_menisci,abnormality_absent,4,3,4,oba meniska su bez znakova degeneracije ili rupture.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Medial Meniscus,south_slavic,v2_collective,both_menisci_negative_only,abnormality_absent,4,4,4,"menisci bez znakova rupture, medijalni pocetno degenerativno promijenjen.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Medial Meniscus,south_slavic,v2_exact,<no_explicit_rule>,abnormality_absent,1,1,1,"difuzno je povisen intenzitet signala intrasupstancijski u medijalnom i lateralnom menisku prvenstveno uslijed degenerativnih promjena, bez jasnih znakova rupture uz ekstruziju medijalnog meniska.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Medial Meniscus,spanish,v2_collective,both_menisci|both_menisci_negative_only,abnormality_absent,1,1,1,"aumento de senal central del cuerno posterior de ambos meniscos que no impresiona contactar con la superficie articular, sin caracteres propios de rotura.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Medial OA,english,v2_exact,<no_explicit_rule>,abnormality_absent,264,7,264,"in the medial compartment, the meniscus is not torn and there is no focal chondrosis or chondral injury.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Medial OA,german,v2_exact,<no_explicit_rule>,abnormality_absent,3,3,3,"dorsomedial betonte, flachige, nicht vollschichtige ausdunnung des knorpels im medialen kompartiment.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Medial OA,greek_script,v2_collective,tibiofemoral_compartments,abnormality_absent,5,5,5,"εξω μηνισκος, χιαστοι και πλαγιοι συνδεσμοι καθως και αρθρικος χονδρος εσω και εξω διαμερισματος δεν παρουσιαζουν παθολογικα ευρηματα.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Medial OA,greek_script,v2_exact,<no_explicit_rule>,abnormality_absent,1,1,1,"απο τον ελεγχο του εσω διαμερισματος παρατηρειται εκφυλιση του μηνισκου χωρις ρηξη, παρουσια οστεοφυτων και μικρη διαβρωση του αρθρικου χονδρου.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Medial OA,spanish,v2_collective,tibiofemoral_compartments,abnormality_absent,3,3,3,no se observan lesiones condrales significativas de los compartimentos femorotibiales.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,PF OA,dutch,v2_exact,<no_explicit_rule>,abnormality_absent,19,3,19,geen majeure kraakbeendefecten patellofemoraal.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,PF OA,english,v2_exact,<no_explicit_rule>,abnormality_absent,132,11,132,patellofemoral compartment: patellofemoral compartment cartilage: no focal full thickness cartilage defects.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,PF OA,french,v2_exact,<no_explicit_rule>,abnormality_absent,1,1,1,"chondropatie moderee focale dans la gorge trochleaire, pas de chondropathie retropatellaire significative ni d'arthrose du compartiment femoropatellaire.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,PF OA,german,v2_exact,<no_explicit_rule>,abnormality_absent,16,9,16,lateral und femoropatellar keine tiefgreifende chondropathie.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,PF OA,greek_script,v2_collective,tibiofemoral_compartments,abnormality_absent,2,2,2,ο αρθρικος χονδρος σε εσω και εξω διαμερισμα δεν παρουσιαζει διαβρωσεις.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,PF OA,spanish,v2_collective,tibiofemoral_compartments,abnormality_absent,3,3,3,no se observan lesiones condrales significativas de los compartimentos femorotibiales.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Synovitis,english,v2_exact,<no_explicit_rule>,abnormality_absent,15,13,14,no synovial proliferation is noted.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Synovitis,latin_other,v2_exact,<no_explicit_rule>,abnormality_absent,2,2,2,"tiny suprapatellar effusion, with no intra articular bodies nor any overt synovitis.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
other_implemented_negation,Synovitis,spanish,v2_exact,<no_explicit_rule>,abnormality_absent,4,4,4,no hay signos que sugieran derrame articular o sinovitis.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
postposed,ACL,english,v3_target,target_local_normality,normal_structure,1,1,1,the anterior cruciate ligament is intact there is no tibial translation.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
postposed,ACL,turkish,v3_target|v2_exact,target_local_association,abnormality_absent,1,1,1,on capraz bag hafifce odemli ancak yirtik yok.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
postposed,Baker's,english,v3_morphology,baker_variants,baker_cyst_absent,13,3,13,baker cyst: not seen.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
postposed,Effusion,english,v3_morphology,effusion_en_plural,joint_effusion_absent,10,8,9,joint effusion: none.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
postposed,Effusion,turkish,v3_morphology,effusion_tr_root,joint_effusion_absent,129,2,129,eklemde sivi artisi saptanmamistir.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
postposed,Fracture,english,v3_morphology,fracture_en,fracture_absent,4,2,2,findings: fractures: none.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
postposed,Fracture,french,v3_morphology,fracture_en|fracture_fr,fracture_absent,44,2,22,constatations : fractures : aucune.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
postposed,Fracture,spanish,v3_morphology,fracture_en,fracture_absent,3,3,2,fractura no desplazada del perone.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
postposed,Lateral Meniscus,english,v3_target,target_local_normality,normal_structure,1,1,1,the lateral meniscus is intact with no displaced or flipped fragments.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
postposed,Lateral Meniscus,spanish,v3_target|v2_exact,target_local_association,abnormality_absent,2,2,1,"aumento de senal del cuerno anterior, cuerpo y parte del cuerno posterior del menisco lateral que impresiona contactar la superficie articular inferior, sugieran una rotura, no desplazada.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
postposed,Lateral OA,english,v3_target,compartment_scope,chondral_abnormality_absent,1,1,1,lateral compartment: mild chondrosis no significant meniscal tear.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
postposed,MCL,english,v3_target,target_local_normality,normal_structure,3,2,3,the mcl is intact medial meniscus is not torn.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
postposed,MCL,turkish,v3_target|v2_exact,target_local_association,abnormality_absent,1,1,1,ic yan bag derin ve yuzeyel komponentlerinde yirtik saptanmamistir.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
postposed,Medial Meniscus,english,v3_target|v2_exact,target_local_association,abnormality_absent,1,1,1,there is some linear nonsurfacing signal seen in the posterior horn extending into the posterior body of medial meniscus but a definite surfacing meniscal tear is not identified.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
postposed,Medial Meniscus,south_slavic,v3_target|v2_exact,target_local_association,abnormality_absent,1,1,1,"medijalni menisk pokazuje znakove intrasubstancijalne degeneracije, no bez sigurnih znakova rupture.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,ACL,cyrillic_script,v3_target,target_local_association,abnormality_absent,2,1,2,артикулиращият хрущял на фемура и тибията е съхранен. без данни за руптура на предната кръстна връзка.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,ACL,cyrillic_script,v3_target|v2_exact,target_local_association,abnormality_absent,9,4,9,няма мр данни за руптура на предната кръстна връзка.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,ACL,dutch,v3_target|v2_exact,target_local_association,abnormality_absent,1,1,1,"proximale patellapeestendinose (nabij de patella onderpool, centraal gedeelte) (serie 10, beeld 25) geen scheur beperkte tot milde muco ide degeneratie voorste kruisband, verder geen bijzonderheden .","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,ACL,english,v3_target,target_local_association,abnormality_absent,4,3,4,"> the contour of acl & pcl and mcl appear to be within normal, no abnormal signal intensity is noted.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,ACL,english,v3_target,target_local_normality,normal_structure,1,1,1,"> there is no increased intensity in the acl, mcl and lcl, it appears to be normal","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,ACL,english,v3_target|v2_exact,target_local_association,abnormality_absent,116,24,113,"> the contour of acl appears to be within normal, no abnormal signal intensity is noted.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,ACL,french,v3_target|v2_exact,target_local_association,abnormality_absent,4,4,3,le ligament croise anterieur ne demontre pas de dechirure.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,ACL,greek_script,v3_target|v2_exact,target_local_association,abnormality_absent,4,4,4,"ευρηματα ∆ιαχυτα παθολογικο σημα εντος των ινων του προσθιου χιαστου συνδεσμου, χωρις ασυνεχεια, συνηγορει για μυξοειδη εκφυλιση.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,ACL,south_slavic,v3_target,target_local_association,abnormality_absent,5,4,5,"prednji i straznji krizni ligament primjerenih intenziteta signala, bez znakova rupture.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,ACL,south_slavic,v3_target|v2_exact,target_local_association,abnormality_absent,8,8,8,"prednji krizni ligament je edematozan, bez znakova njegove rupture distenzija.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,ACL,spanish,v3_target,target_local_association,abnormality_absent,5,3,5,"hallazgos: transformacion quistica parcial del lca, sin signos de rotura.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,ACL,spanish,v3_target|v2_exact,target_local_association,abnormality_absent,20,11,17,"aumento de senal del lca, de manera difusa, sin criterios categoricos de rotura.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,ACL,turkish,v3_target|v2_exact,target_local_association,abnormality_absent,1,1,1,anterior capraz bag izlenmedi (total ruptur).,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Baker's,dutch,v3_morphology,baker_nl|baker_variants,baker_cyst_absent,1,1,1,"scan protocol (drb) : sag intermediair gewogen seq zonder en met fs, ax cor pd gewogen seq fs, cor t1 gewogen seq bevindingen: geen opzetting van suprapatellaire bursa doch evenwel een (niet met ruptuur verwikkelde baker cyste ) multiloculaire t2 hyperintense structuur posterieur van de achterste kruisband (nabij de tibiale insertie interface posterieure capsuloligamentaire structuren) : ganglioncyste, afmetingen 1,9 x 1,2 x 0,6 ~cm.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Baker's,english,v3_morphology,baker_variants,baker_cyst_absent,247,18,247,no baker's cyst.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Baker's,german,v3_morphology,baker_variants,baker_cyst_absent,3,3,3,keine grossere baker zyste.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Baker's,latin_other,v3_morphology,baker_variants,baker_cyst_absent,1,1,1,no baker's cyst formation.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Baker's,south_slavic,v3_morphology,baker_sl,baker_cyst_absent,76,12,74,ne nalazi se poplitealne (bakerove) ciste.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Contusion,english,v3_morphology,contusion_en,bone_contusion_absent,408,16,406,there is no fracture or bone contusion.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Contusion,german,v3_morphology,contusion_en,bone_contusion_absent,41,19,41,kein knochenmarksodem oder bone bruise.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Effusion,english,v3_morphology,effusion_en_plural,joint_effusion_absent,437,59,405,no knee effusion is present.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
